TransactionID,CustomerID,Age,Gender,Occupation,Income,AccountBalance,TransactionAmount,TransactionType,Timestamp,Location,DeviceUsed,CreditScore,PreviousFraudHistory,DailyTransactionCount,Fraud
TXN013397,CUST00755,50,Male,Self-Employed,48288.12,20342.33,14.67,Payment,2025-05-21 15:05:44,Miami,Web Browser,710.0,0,3,No
TXN003286,CUST01131,42,Male,Student,12328.55,1730.19,8.08,Withdrawal,2025-10-01 11:40:24,Los Angeles,Known Device,631.0,0,3,No
TXN013334,CUST00840,47,Male,Salaried,60656.14,0.0,29.29,Withdrawal,2025-04-16 15:35:39,San Antonio,Mobile App,718.0,0,1,No
TXN007637,CUST01288,77,Male,Salaried,47997.48,38126.7,31.07,Withdrawal,2025-02-11 13:29:07,Phoenix,Known Device,665.0,0,2,No
TXN023296,CUST01451,39,Female,Retired,28545.36,8535.41,27.09,Withdrawal,2025-01-28 21:30:34,New York,Known Device,607.0,0,2,No
TXN024167,CUST00527,24,Male,Salaried,57237.93,53677.81,201.2,Withdrawal,2025-06-12 08:45:10,Austin,Known Device,638.0,0,1,No
TXN025470,CUST00632,56,Female,Salaried,55361.04,32810.63,24.41,Deposit,2025-12-17 14:05:15,San Diego,Web Browser,521.0,0,2,No
TXN006350,CUST00120,78,Male,Salaried,51441.19,0.0,59.49,Payment,2025-04-17 11:53:31,Seattle,Mobile App,710.0,0,3,No
TXN012263,CUST00039,27,Male,Retired,26986.64,9913.1,116.74,Deposit,2025-09-10 09:46:05,Boston,Known Device,776.0,0,2,No
TXN015533,CUST01794,20,Male,Business Owner,101125.92,24996.45,334.84,Payment,2025-12-20 13:47:58,Chicago,Known Device,684.0,0,1,No
TXN029277,CUST01685,36,Female,Retired,16334.26,3797.14,418.4,Withdrawal,2025-07-03 10:16:14,Chicago,Web Browser,803.0,0,3,No
TXN022831,CUST00092,42,Female,Salaried,56475.0,27577.59,388.72,Withdrawal,2025-04-24 15:16:08,Denver,Known Device,694.0,0,1,No
TXN000102,CUST00029,45,Male,Self-Employed,76929.64,33910.9,49.61,Withdrawal,2025-03-01 14:23:39,Boston,Known Device,850.0,0,1,No
TXN017242,CUST01423,25,Female,Salaried,79054.68,32360.14,477.08,Withdrawal,2025-10-07 11:58:11,Dallas,Mobile App,693.0,0,1,No
TXN027199,CUST01922,47,Male,Salaried,,0.0,64.53,Deposit,2025-09-17 11:10:25,Atlanta,Web Browser,716.0,0,3,No
TXN028334,CUST01813,51,Male,Salaried,50319.18,15724.44,23.73,Transfer,2025-11-30 18:47:07,Philadelphia,Known Device,690.0,0,3,No
TXN028139,CUST00838,59,Female,Salaried,61049.72,21281.58,139.83,Deposit,2025-08-08 11:44:03,San Diego,Known Device,559.0,0,1,No
TXN027814,CUST01007,38,Male,Unemployed,6433.06,210.92,64.6,Withdrawal,2025-06-28 17:10:32,Miami,Known Device,847.0,1,3,No
TXN002024,CUST00561,39,Female,Salaried,52354.06,37203.79,214.98,Deposit,2025-11-06 12:42:05,Dallas,Known Device,596.0,0,1,No
TXN025015,CUST01766,41,Male,Self-Employed,28156.42,14502.6,53.13,Transfer,2025-04-30 15:19:16,Houston,Known Device,654.0,0,3,No
TXN017672,CUST01214,58,Male,Salaried,35585.49,19226.05,39.51,Payment,2025-08-12 15:51:13,Chicago,Mobile App,664.0,0,3,No
TXN006658,CUST01392,41,Male,Salaried,66312.72,17436.22,11.68,Withdrawal,2025-07-30 18:34:28,Atlanta,Mobile App,616.0,0,2,No
TXN017299,CUST01644,27,Female,Self-Employed,65575.09,53668.81,109.81,Deposit,2025-05-15 20:33:26,Atlanta,Mobile App,645.0,0,1,No
TXN002871,CUST01490,34,Female,Salaried,67212.07,28302.29,96.43,Payment,2025-01-19 20:39:24,New York,Known Device,757.0,0,1,No
TXN004234,CUST01716,44,Female,Retired,19116.76,6494.8,286.48,Payment,2025-12-20 16:24:54,Boston,Known Device,668.0,1,1,No
TXN028582,CUST01800,24,Male,Self-Employed,29782.99,19125.72,85.62,Transfer,2025-07-06 11:04:56,New York,Mobile App,764.0,0,3,No
TXN029924,CUST00706,42,Female,Unemployed,4878.58,1148.01,212.42,Deposit,2025-03-29 16:55:14,San Diego,Web Browser,730.0,0,3,No
TXN015964,CUST01054,51,Female,Salaried,73392.79,138.17,136.4,Transfer,2025-05-05 07:03:03,Chicago,Web Browser,647.0,0,3,No
TXN027366,CUST00312,38,Male,Salaried,77942.05,53339.07,83.04,Withdrawal,2025-02-12 20:58:01,San Diego,Known Device,664.0,0,1,No
TXN007550,CUST01612,40,Female,Retired,15547.88,2081.67,34.16,Payment,2025-04-08 13:24:26,Philadelphia,Mobile App,706.0,0,2,No
TXN008703,CUST01659,53,Female,Salaried,50877.93,25576.36,30.96,Withdrawal,2025-08-05 15:10:58,San Diego,Mobile App,592.0,0,2,No
TXN008443,CUST01384,39,Male,Salaried,47489.67,33304.89,784.95,Transfer,2025-03-21 15:47:59,Denver,Known Device,649.0,0,3,No
TXN023840,CUST01846,39,Female,Salaried,66643.09,35700.66,399.39,Withdrawal,2025-10-19 15:44:21,Seattle,Known Device,698.0,0,2,No
TXN022941,CUST00599,37,Male,Salaried,49609.51,25902.02,121.86,Withdrawal,2025-03-02 12:22:17,Chicago,Known Device,752.0,0,3,No
TXN019599,CUST00026,51,Female,Retired,34245.37,24001.52,76.65,Payment,2025-08-17 20:48:53,San Diego,Known Device,729.0,0,2,No
TXN029558,CUST00232,42,Male,Retired,34612.5,21963.03,374.69,Payment,2025-02-19 18:31:59,San Antonio,Known Device,572.0,0,1,No
TXN017401,CUST01563,37,Female,Self-Employed,28169.64,14381.76,208.3,Transfer,2025-03-06 10:18:46,Philadelphia,Known Device,543.0,0,3,No
TXN013287,CUST01664,31,Male,Business Owner,132262.26,0.0,152.42,Deposit,2025-07-10 09:20:05,Dallas,Web Browser,641.0,0,1,No
TXN021302,CUST01833,42,Male,Salaried,71268.15,58500.21,164.65,Payment,2025-05-12 11:00:18,Dallas,Mobile App,850.0,0,1,No
TXN002985,CUST01155,47,Female,Salaried,56333.92,26.05,67.91,Withdrawal,2025-10-12 13:16:38,San Antonio,Known Device,697.0,0,3,No
TXN023579,CUST01075,53,Male,Salaried,36319.54,22966.62,68.05,Withdrawal,2025-09-26 17:19:42,Chicago,Known Device,688.0,1,2,No
TXN001280,CUST01612,40,Female,Retired,15547.88,2812.45,397.15,Withdrawal,2025-06-16 15:39:57,Philadelphia,Known Device,706.0,0,2,No
TXN009455,CUST01575,26,Female,Self-Employed,73487.44,44876.98,58.96,Deposit,2025-07-25 12:33:52,Boston,Mobile App,727.0,0,2,No
TXN029756,CUST00469,32,Female,Business Owner,76695.61,35832.93,21.09,Deposit,2025-05-19 10:58:31,Denver,Web Browser,698.0,0,3,No
TXN005233,CUST00331,32,Male,Salaried,52561.62,22106.11,23469.6,Transfer,2025-04-12 00:58:10,Foreign-Unverified,Unknown Device,506.0,0,7,Yes
TXN013367,CUST00071,56,Female,Unemployed,5101.28,5387.12,5.0,Deposit,2025-09-27 14:52:17,Phoenix,Web Browser,634.0,0,3,No
TXN020770,CUST01413,39,Male,Retired,42826.13,13950.37,20.78,Transfer,2025-11-02 10:29:31,New York,Known Device,658.0,0,3,No
TXN003219,CUST00060,51,Male,Business Owner,110745.17,86695.24,197.12,Withdrawal,2025-07-28 12:43:13,Atlanta,Mobile App,721.0,1,2,No
TXN017285,CUST00438,33,Female,Salaried,60434.66,12856.07,13.53,Deposit,2025-06-06 18:00:46,Seattle,Known Device,663.0,0,3,No
TXN015328,CUST01081,33,Male,Salaried,62615.05,52304.81,106.01,Transfer,2025-05-20 12:48:18,San Antonio,Known Device,618.0,0,1,No
TXN009948,CUST00312,38,Male,Salaried,77942.05,53179.12,70.45,Transfer,2025-06-07 13:54:38,San Diego,Known Device,664.0,0,1,No
TXN014353,CUST01530,41,Female,Salaried,55395.67,8743.41,305.37,Deposit,2025-08-18 17:55:02,San Diego,Web Browser,723.0,0,2,No
TXN002523,CUST00128,18,Male,Business Owner,82453.53,28473.25,111.74,Withdrawal,2025-10-26 10:13:27,San Antonio,Web Browser,715.0,1,3,No
TXN013848,CUST01975,39,Female,Retired,26070.36,11933.45,243.53,Transfer,2025-05-01 09:50:44,Houston,Mobile App,706.0,0,3,No
TXN019920,CUST00280,18,Female,Self-Employed,69509.45,9420.73,124.43,Payment,2025-08-12 13:48:43,Houston,Mobile App,595.0,0,1,No
TXN022723,CUST01688,29,Female,Unemployed,3857.53,819.43,21.48,Transfer,2025-07-31 12:31:34,Denver,Known Device,705.0,0,1,No
TXN018067,CUST00484,56,Female,Salaried,76228.86,0.0,282.26,Withdrawal,2025-03-30 12:46:22,Boston,Known Device,717.0,0,2,No
TXN029042,CUST00545,34,Female,Salaried,48175.34,36410.7,59.4,Transfer,2025-08-29 13:34:11,Denver,Known Device,546.0,0,3,No
TXN026075,CUST01243,48,Female,Self-Employed,58562.4,8464.79,71.78,Deposit,2025-03-09 07:50:49,Boston,Mobile App,584.0,0,3,No
TXN011965,CUST00404,43,Female,Retired,21748.04,8742.86,68.33,Deposit,2025-11-22 09:02:51,Denver,Known Device,708.0,0,3,No
TXN012461,CUST00356,34,Male,Salaried,66324.25,54615.7,47.3,Transfer,2025-07-31 17:49:51,Seattle,Known Device,719.0,0,3,No
TXN012794,CUST01914,31,Female,Salaried,62490.82,11822.01,127.3,Payment,2025-08-02 21:01:58,New York,Mobile App,651.0,0,3,No
TXN005470,CUST00349,47,Male,Salaried,45411.09,23888.5,21978.82,Payment,2025-09-04 03:39:11,Offshore-X,New Device,,1,6,Yes
TXN008787,CUST00556,32,Male,Salaried,81386.09,33227.28,13.49,Transfer,2025-03-10 11:03:28,Phoenix,Mobile App,619.0,0,2,No
TXN015224,CUST01362,49,Female,Unemployed,3973.34,1054.44,520.34,Transfer,2025-05-13 09:19:50,Houston,Mobile App,690.0,0,1,No
TXN024236,CUST00357,28,Female,Salaried,70805.06,18864.67,15.91,Deposit,2025-08-13 18:52:50,Houston,Known Device,793.0,0,1,No
TXN026650,CUST01311,64,Female,Salaried,47636.3,28577.02,109.96,Withdrawal,2025-07-10 18:48:04,Houston,Known Device,746.0,1,2,No
TXN020112,CUST00351,43,Female,Retired,19171.81,8992.72,47.54,Withdrawal,2025-07-19 17:16:27,Seattle,Known Device,771.0,0,3,No
TXN017023,CUST01254,46,Male,Retired,32408.97,22231.87,902.43,Payment,2025-01-12 07:35:26,Philadelphia,Known Device,720.0,0,2,No
TXN009778,CUST00647,18,Female,Salaried,57333.77,25403.21,253.33,Deposit,2025-07-04 16:08:11,Denver,Web Browser,665.0,0,1,No
TXN008177,CUST00828,62,Male,Business Owner,81639.19,38002.75,279.95,Withdrawal,2025-04-13 17:11:23,Denver,Known Device,635.0,0,2,No
TXN018953,CUST00360,18,Male,Retired,32876.87,0.0,14.46,Transfer,2025-09-18 15:07:57,Denver,Known Device,756.0,0,2,No
TXN024932,CUST00699,37,Male,Self-Employed,69583.4,48005.04,136.61,Deposit,2025-10-14 14:42:44,Dallas,Known Device,662.0,0,3,No
TXN005056,CUST01757,43,Female,Business Owner,115202.42,80792.61,116.28,Deposit,2025-09-02 21:46:09,Chicago,Mobile App,763.0,0,2,No
TXN022759,CUST01449,39,Female,Salaried,50451.84,7.5,149.07,Payment,2025-04-28 21:43:46,Los Angeles,Known Device,764.0,0,3,No
TXN000251,CUST00790,54,Female,Retired,34389.97,22334.61,98.18,Transfer,2025-04-19 20:42:50,Austin,Known Device,660.0,0,1,No
TXN008857,CUST01465,43,Female,Self-Employed,51845.1,8420.95,94.53,Deposit,2025-12-09 19:46:06,New York,Web Browser,833.0,0,1,No
TXN020170,CUST00327,51,Female,Retired,28763.65,13814.05,104.66,Deposit,2025-08-20 18:00:40,Denver,Known Device,620.0,0,2,No
TXN015226,CUST01252,24,Female,Salaried,55617.71,43307.01,57.22,Withdrawal,2025-05-06 18:38:28,Dallas,Known Device,691.0,0,2,No
TXN010782,CUST01470,46,Male,Self-Employed,72668.06,31488.36,86.6,Withdrawal,2025-09-19 15:22:00,San Diego,Web Browser,664.0,0,2,No
TXN028226,CUST00151,55,Male,Retired,41794.89,19432.38,32.63,Withdrawal,2025-03-09 18:20:32,Houston,Known Device,714.0,0,2,No
TXN005145,CUST00802,46,Male,Self-Employed,57703.6,56298.57,120.11,Transfer,2025-11-06 16:04:21,San Diego,Known Device,756.0,1,3,No
TXN005284,CUST01513,37,Male,Self-Employed,61141.26,44708.41,110.07,Deposit,2025-12-04 12:10:10,Philadelphia,Mobile App,698.0,0,1,No
TXN020453,CUST00133,76,Female,Unemployed,4024.44,3253.9,202.68,Payment,2025-10-24 14:54:16,Phoenix,Known Device,644.0,0,3,No
TXN013450,CUST01783,23,Male,Salaried,72637.11,65011.43,194.08,Withdrawal,2025-11-18 15:10:48,Austin,Web Browser,730.0,0,3,No
TXN012161,CUST01887,41,Male,Retired,38003.37,9260.68,182.52,Deposit,2025-10-12 17:22:29,Austin,Known Device,749.0,0,3,No
TXN028142,CUST00947,47,Male,Business Owner,83154.96,8826.95,5.0,Payment,2025-03-13 14:48:13,San Antonio,Known Device,717.0,0,3,No
TXN021352,CUST01542,18,Female,Salaried,51618.61,15503.91,62.21,Deposit,2025-08-10 13:27:22,Denver,Mobile App,631.0,0,3,No
TXN019301,CUST00620,19,Female,Self-Employed,58346.79,1966.33,486.78,Deposit,2025-12-23 13:42:08,New York,Mobile App,807.0,0,2,No
TXN029362,CUST00410,42,Male,Self-Employed,49924.64,19867.25,9.82,Payment,2025-09-17 16:04:01,Denver,Web Browser,703.0,0,1,No
TXN004756,CUST01107,18,Female,Student,9613.22,6541.3,227.45,Payment,2025-07-25 13:29:11,Houston,Known Device,594.0,0,3,No
TXN003716,CUST01706,41,Female,Student,9855.48,5412.47,74.52,Transfer,2025-05-30 11:21:57,Atlanta,Known Device,613.0,0,3,No
TXN006443,CUST00172,18,Female,Salaried,59193.87,4655.5,249.97,Transfer,2025-11-27 13:25:55,Dallas,Known Device,850.0,0,2,No
TXN009854,CUST00545,34,Female,Salaried,48175.34,36106.29,99.93,Transfer,2025-05-12 13:06:53,Denver,Known Device,546.0,0,1,No
TXN028089,CUST01085,49,Male,Self-Employed,68439.22,33099.66,67.2,Deposit,2025-12-21 14:50:15,New York,Known Device,736.0,0,2,No
TXN013911,CUST00660,18,Male,Retired,25484.44,8055.75,29.05,Withdrawal,2025-04-21 09:37:43,Chicago,Mobile App,825.0,1,1,No
TXN029234,CUST01183,66,Female,Salaried,81378.4,35046.71,120.38,Withdrawal,2025-06-04 09:54:50,Seattle,Web Browser,818.0,0,3,No
TXN007873,CUST01275,40,Male,Salaried,25634.24,6762.92,91.2,Withdrawal,2025-04-28 21:28:20,Los Angeles,Web Browser,715.0,1,1,No
TXN006175,CUST01120,18,Male,Salaried,70034.9,114.2,150.5,Payment,2025-09-04 18:11:26,Seattle,Known Device,655.0,0,1,No
TXN018100,CUST00605,40,Female,Salaried,76323.5,52779.86,228.45,Transfer,2025-02-20 18:03:40,San Antonio,Known Device,626.0,0,1,No
TXN000716,CUST00347,28,Male,Student,8966.77,4805.48,102.67,Withdrawal,2025-06-29 12:04:49,Dallas,Web Browser,645.0,1,2,No
TXN020987,CUST00184,35,Female,Self-Employed,77067.18,151.16,142.83,Transfer,2025-05-01 15:03:35,Seattle,Known Device,577.0,0,1,No
TXN023933,CUST00082,37,Male,Retired,29569.88,5381.48,271.36,Payment,2025-12-18 06:00:30,Denver,Known Device,686.0,0,2,No
TXN021749,CUST00078,40,Male,Salaried,17333.76,256.58,4104.51,Deposit,2025-10-28 04:50:00,Offshore-X,Unknown Device,676.0,0,5,Yes
TXN027265,CUST01039,54,Female,Retired,15468.36,7008.3,198.77,Withdrawal,2025-02-18 14:53:03,Phoenix,Known Device,576.0,0,3,No
TXN004271,CUST01911,38,Female,Salaried,67968.88,52496.57,53.22,Payment,2025-05-26 14:45:30,Chicago,Known Device,674.0,0,1,No
TXN011765,CUST00376,32,Male,Salaried,60610.98,28323.75,37.09,Deposit,2025-08-01 20:21:46,Los Angeles,Web Browser,646.0,0,1,No
TXN002412,CUST01495,56,Male,Salaried,42602.09,15672.6,173.45,Withdrawal,2025-03-24 19:13:41,Boston,Web Browser,674.0,0,1,No
TXN003749,CUST00428,28,Female,Self-Employed,87582.62,55756.37,14.91,Withdrawal,2025-06-26 10:21:10,Seattle,Known Device,654.0,0,3,No
TXN009762,CUST01767,58,Male,Salaried,53690.29,12654.24,159.34,Deposit,2025-01-11 13:12:41,San Diego,Known Device,752.0,0,3,No
TXN011099,CUST00492,18,Male,Salaried,44693.5,24491.98,62.43,Withdrawal,2025-10-14 11:21:32,San Antonio,Known Device,576.0,0,2,No
TXN023118,CUST01086,56,Female,Salaried,72359.76,41227.92,124.81,Transfer,2025-03-10 18:58:37,Houston,Mobile App,712.0,0,3,No
TXN004418,CUST00053,35,Male,Salaried,108690.75,66422.26,271.67,Deposit,2025-09-27 11:40:08,Dallas,Web Browser,660.0,0,2,No
TXN012831,CUST00675,32,Female,Student,6170.97,668.07,9.86,Deposit,2025-07-29 17:03:20,Seattle,Known Device,,0,2,No
TXN027142,CUST00659,65,Male,Self-Employed,62017.19,17412.3,1318.62,Withdrawal,2025-08-11 15:53:46,Los Angeles,Known Device,632.0,0,3,No
TXN018850,CUST00896,50,Male,Self-Employed,70697.58,19444.44,90.37,Withdrawal,2025-03-27 13:42:21,Los Angeles,Web Browser,708.0,0,1,No
TXN005828,CUST00317,39,Female,Salaried,40449.07,15.5,412.47,Deposit,2025-05-25 17:35:08,Denver,Known Device,717.0,0,3,No
TXN013724,CUST00197,57,Female,Business Owner,133831.71,8799.92,50.43,Withdrawal,2025-02-28 21:58:11,Dallas,Web Browser,738.0,0,3,No
TXN010554,CUST00060,51,Male,Business Owner,110745.17,86754.37,251.3,Withdrawal,2025-07-24 14:38:47,Atlanta,Known Device,721.0,1,1,No
TXN029150,CUST00116,31,Male,Salaried,75652.25,29365.39,166.63,Withdrawal,2025-08-07 13:41:16,New York,Known Device,757.0,0,1,No
TXN016321,CUST00750,40,Female,Salaried,52882.25,13079.72,18578.25,Payment,2025-06-03 04:35:16,Philadelphia,New Device,626.0,0,7,Yes
TXN026597,CUST00988,27,Female,Salaried,74407.8,23072.84,87.61,Deposit,2025-04-23 18:07:26,Denver,Known Device,634.0,0,3,No
TXN023499,CUST00360,18,Male,Retired,32876.87,0.0,19.07,Deposit,2025-04-28 14:06:37,Denver,Known Device,756.0,0,2,No
TXN017635,CUST00841,34,Female,Unemployed,4365.06,552.71,7.04,Transfer,2025-03-18 12:07:54,Philadelphia,Known Device,599.0,0,2,No
TXN021262,CUST01678,31,Female,Salaried,72822.38,36206.83,14.98,Withdrawal,2025-11-29 18:55:53,San Antonio,Mobile App,653.0,0,2,No
TXN008387,CUST01936,29,Female,Retired,35796.58,9085.81,42.82,Payment,2025-04-10 11:51:29,Los Angeles,Known Device,683.0,0,2,No
TXN006336,CUST00355,45,Male,Salaried,28936.34,16862.56,51.83,Withdrawal,2025-03-28 12:49:43,Philadelphia,Known Device,615.0,1,2,No
TXN000041,CUST01565,35,Female,Salaried,49740.4,7250.28,11747.69,Deposit,2025-01-05 00:46:59,Unknown,Unknown Device,717.0,0,4,Yes
TXN023220,CUST01613,47,Female,Salaried,42320.81,9256.23,71.47,Withdrawal,2025-08-14 14:33:30,Atlanta,Mobile App,672.0,0,2,No
TXN013009,CUST01644,27,Female,Self-Employed,65575.09,53608.39,91.97,Withdrawal,2025-06-14 13:49:05,Atlanta,Web Browser,645.0,0,2,No
TXN000316,CUST01359,56,Male,Salaried,50274.69,16420.3,183.89,Withdrawal,2025-06-10 13:03:15,Boston,Known Device,786.0,0,3,No
TXN026640,CUST01685,36,Female,Retired,16334.26,3370.02,107.69,Payment,2025-02-05 17:39:53,Chicago,Mobile App,803.0,0,3,No
TXN002433,CUST01795,52,Male,Salaried,55822.51,19042.99,10.59,Deposit,2025-01-22 07:56:50,Los Angeles,Web Browser,758.0,0,2,No
TXN002564,CUST01948,42,Female,Salaried,24877.35,10687.01,50.43,Transfer,2025-09-26 16:59:21,Chicago,Web Browser,657.0,0,1,No
TXN022540,CUST00167,61,Male,Retired,16108.16,4467.95,192.69,Deposit,2025-11-03 19:54:33,Philadelphia,Mobile App,549.0,0,2,No
TXN005251,CUST01623,52,Male,Salaried,44165.86,9605.85,47.93,Deposit,2025-01-09 12:24:45,Atlanta,Web Browser,739.0,0,1,No
TXN017646,CUST01838,47,Male,Salaried,64234.11,8097.24,91.49,Withdrawal,2025-03-10 08:06:36,San Diego,Web Browser,681.0,0,3,No
TXN006181,CUST00791,32,Male,Student,8052.48,0.0,27.91,Withdrawal,2025-06-09 13:39:47,Los Angeles,Known Device,525.0,1,2,No
TXN005837,CUST00990,22,Male,Salaried,76460.65,33132.22,64.78,Deposit,2025-02-10 08:52:11,Atlanta,Known Device,631.0,0,3,No
TXN013149,CUST01980,36,Male,Salaried,51353.94,15600.41,144.29,Payment,2025-04-03 15:07:26,Los Angeles,Web Browser,707.0,0,1,No
TXN020486,CUST01422,28,Male,Self-Employed,75273.92,49861.52,76.88,Deposit,2025-08-26 13:12:54,Houston,Web Browser,645.0,0,1,No
TXN026265,CUST00451,32,Male,Salaried,62983.96,0.0,148.08,Withdrawal,2025-06-15 15:18:29,Atlanta,Mobile App,690.0,0,3,No
TXN000252,CUST00872,18,Male,Salaried,33226.3,100.49,32.61,Payment,2025-05-06 13:27:59,Seattle,Web Browser,729.0,0,2,No
TXN010469,CUST01310,41,Male,Retired,35563.84,795.51,107.66,Payment,2025-08-18 10:05:28,Chicago,Mobile App,524.0,0,3,No
TXN016169,CUST00775,27,Female,Salaried,64955.66,24.35,393.42,Deposit,2025-06-25 16:57:29,Phoenix,Known Device,683.0,0,3,No
TXN021709,CUST01718,78,Female,Salaried,68121.91,29300.17,264.26,Payment,2025-08-13 17:36:29,Chicago,Mobile App,711.0,0,3,No
TXN014146,CUST01833,42,Male,Salaried,71268.15,58130.86,5.11,Deposit,2025-10-23 11:55:27,Dallas,Known Device,850.0,0,3,No
TXN003996,CUST01562,23,Male,Business Owner,109544.09,99.49,82.16,Withdrawal,2025-03-23 11:11:48,Dallas,Known Device,578.0,0,1,No
TXN028886,CUST01196,40,Female,Salaried,69687.9,21374.34,79.14,Transfer,2025-03-15 08:57:58,Los Angeles,Known Device,689.0,0,1,No
TXN022197,CUST00376,32,Male,Salaried,60610.98,28160.78,5.0,Withdrawal,2025-04-11 22:09:18,Los Angeles,Known Device,646.0,0,2,No
TXN018185,CUST00289,42,Male,Self-Employed,77864.29,18527.57,245.26,Transfer,2025-01-31 15:14:40,Seattle,Mobile App,648.0,0,1,No
TXN008693,CUST00759,41,Male,Student,8138.66,2577.07,463.06,Payment,2025-07-12 16:43:27,Austin,Known Device,704.0,0,3,No
TXN013410,CUST00272,67,Male,Retired,15393.8,6176.82,193.23,Withdrawal,2025-02-21 14:56:56,Houston,Known Device,712.0,0,3,No
TXN026964,CUST00574,56,Male,Business Owner,114155.47,85418.71,979.35,Deposit,2025-05-01 20:38:18,Miami,Known Device,614.0,0,1,No
TXN004472,CUST01830,18,Female,Salaried,79267.58,45187.31,461.35,Withdrawal,2025-03-13 08:56:08,Denver,Web Browser,722.0,0,1,No
TXN019638,CUST01019,34,Male,Salaried,66900.24,16907.56,360.77,Payment,2025-02-03 10:47:02,Austin,Web Browser,644.0,0,3,No
TXN016599,CUST00042,22,Female,Self-Employed,76521.52,67681.93,330.28,Payment,2025-12-12 17:24:24,Chicago,Known Device,616.0,0,1,No
TXN005769,CUST00986,65,Male,Salaried,43609.34,21215.01,15.82,Payment,2025-07-22 08:56:36,Houston,Web Browser,619.0,0,1,No
TXN017514,CUST00100,58,Female,Salaried,87988.73,23810.59,27.32,Deposit,2025-12-26 11:31:41,Philadelphia,Known Device,595.0,0,1,No
TXN018440,CUST00694,50,Male,Salaried,60921.68,37182.34,177.49,Payment,2025-04-27 06:59:05,Chicago,Mobile App,669.0,0,2,No
TXN008184,CUST01768,38,Male,Retired,22765.77,10849.14,91.42,Withdrawal,2025-08-10 10:08:18,Miami,Known Device,821.0,0,2,No
TXN014287,CUST00601,28,Female,Self-Employed,10058.34,4994.58,380.0,Payment,2025-03-28 18:22:45,Atlanta,Known Device,666.0,0,3,No
TXN003611,CUST01307,58,Female,Salaried,62613.4,42907.18,50.65,Deposit,2025-08-16 17:59:11,San Diego,Known Device,610.0,0,3,No
TXN004380,CUST01391,39,Female,Salaried,30796.05,16185.65,93.78,Withdrawal,2025-09-18 18:01:35,Boston,Known Device,579.0,0,3,No
TXN026125,CUST00968,21,Female,Student,10950.22,1475.41,27.69,Withdrawal,2025-10-29 09:16:05,San Antonio,Mobile App,615.0,0,3,No
TXN013701,CUST00622,20,Male,Retired,19371.87,8622.79,218.03,Deposit,2025-01-03 16:39:30,Chicago,Web Browser,585.0,0,3,No
TXN015214,CUST01271,58,Male,Business Owner,112655.29,17048.36,90.72,Withdrawal,2025-02-23 11:05:15,San Antonio,Known Device,694.0,0,3,No
TXN005905,CUST00925,57,Male,Retired,27513.05,6316.57,43.39,Withdrawal,2025-09-15 15:16:34,Denver,Known Device,627.0,0,3,No
TXN012709,CUST01296,42,Male,Salaried,72815.09,26637.83,142.89,Withdrawal,2025-08-09 16:29:00,Los Angeles,Known Device,704.0,0,1,No
TXN017391,CUST01920,50,Female,Business Owner,97323.09,41853.08,52.3,Deposit,2025-09-29 12:48:12,Austin,Web Browser,617.0,0,1,No
TXN027661,CUST01860,32,Female,Unemployed,2878.31,1408.93,5.0,Payment,2025-07-12 18:52:04,Los Angeles,Mobile App,634.0,0,1,No
TXN021571,CUST00537,71,Female,Salaried,48327.44,11925.41,101.73,Withdrawal,2025-08-23 17:52:41,Atlanta,Known Device,602.0,0,3,No
TXN020501,CUST00602,35,Female,Business Owner,132658.38,23135.24,17.33,Deposit,2025-07-02 07:52:38,Philadelphia,Mobile App,639.0,0,3,No
TXN025586,CUST00981,32,Female,Salaried,32942.93,0.0,148.99,Deposit,2025-02-15 22:24:09,Atlanta,Known Device,850.0,0,3,No
TXN020488,CUST00838,59,Female,Salaried,61049.72,20938.19,37.75,Transfer,2025-01-10 06:00:39,San Diego,Mobile App,559.0,0,3,No
TXN000452,CUST01644,27,Female,Self-Employed,65575.09,54005.78,184.97,Deposit,2025-02-14 18:23:18,Atlanta,Web Browser,645.0,0,1,No
TXN015566,CUST00814,51,Male,Salaried,35584.91,27384.73,390.64,Transfer,2025-12-11 19:16:14,Dallas,Mobile App,746.0,1,3,No
TXN007641,CUST01590,26,Female,Salaried,12464.14,6562.13,27.6,Payment,2025-06-28 12:42:53,Philadelphia,Mobile App,715.0,0,2,No
TXN002353,CUST01507,37,Male,Self-Employed,66066.18,16504.91,919.1,Transfer,2025-06-14 18:50:01,Dallas,Mobile App,728.0,0,1,No
TXN009563,CUST00346,21,Male,Salaried,58162.4,5503.38,84.78,Payment,2025-02-05 07:45:35,Miami,Known Device,663.0,0,1,No
TXN023998,CUST00639,24,Female,Student,10418.02,1266.18,34.58,Deposit,2025-07-31 14:45:07,Phoenix,Known Device,602.0,0,2,No
TXN029736,CUST00065,44,Male,Salaried,85956.82,22647.81,30166.77,Deposit,2025-01-11 00:00:57,Unknown,New Device,558.0,0,6,Yes
TXN022984,CUST00757,36,Male,Unemployed,4261.57,1038.0,35.17,Withdrawal,2025-09-16 17:09:50,San Diego,Mobile App,568.0,0,2,No
TXN019193,CUST01321,37,Male,Retired,36787.85,18274.53,20.22,Deposit,2025-01-29 13:02:09,Atlanta,Mobile App,725.0,0,3,No
TXN003478,CUST00759,41,Male,Student,8138.66,2752.21,5.0,Payment,2025-10-17 16:51:19,Austin,Mobile App,704.0,0,1,No
